Produto,Preço,Pgto.,Nº Parcelas,Data,Cliente,E-mail,DDD,Telefone
Produto C,R$ 1200,Pix,12,31/12/2018,Samuel Pereira,samuelpereira@yahoo.com,46,926456491
Produto C,R$ 1000,Pix,12,21/09/2018,Alefy Costa,alefycosta@gmail.com,89,973808904
Produto C,R$ 750,Cartão de Crédito,9,17/02/2018,Rafael Silva,rafaelsilva@yahoo.com,11,922568872
Produto A,R$ 1200,Boleto Bancário,8,05/12/2018,Tamires Oliveira,tamiresoliveira@outlook.com,31,966519779
Produto C,R$ 500,Boleto Bancário,8,28/03/2018,Tonny Silva,tonnysilva@outlook.com,99,938461032
Produto B,R$ 750,Cartão de Crédito,8,15/08/2018,Alefy Costa,alefycosta@outlook.com,16,919593341
Produto B,R$ 750,Cartão de Crédito,4,12/12/2018,Elaine Souza,elainesouza@gmail.com,83,954767945
Produto B,R$ 1000,Pix,1,03/06/2018,Tamires Silva,tamiressilva@yahoo.com,63,976391483
Produto A,R$ 1000,Pix,10,26/07/2018,Presley Souza,presleysouza@outlook.com,99,982156347
Produto A,R$ 1000,Pix,4,25/03/2018,Rafael Santos,rafaelsantos@hotmail.com,43,997954602
Produto A,R$ 1200,Cartão de Crédito,8,27/01/2018,Jhonn Santos,jhonnsantos@yahoo.com,42,966533285
Produto B,R$ 1000,Pix,4,25/08/2018,Jhonn Martins,jhonnmartins@yahoo.com,33,914199961
Produto C,R$ 500,Cartão de Crédito,2,16/02/2018,Samuel Costa,samuelcosta@gmail.com,95,901547644
Produto A,R$ 500,Pix,12,09/08/2018,Tamires Oliveira,tamiresoliveira@outlook.com,65,966480637
Produto B,R$ 500,Boleto Bancário,6,14/10/2018,Pedro Santos,pedrosantos@hotmail.com,41,998367393
Produto B,R$ 1200,Pix,8,25/09/2018,Rafael Martins,rafaelmartins@yahoo.com,31,967425263
Produto C,R$ 1000,Cartão de Crédito,8,20/02/2018,Presley Almeida,presleyalmeida@outlook.com,43,909355556
Produto C,R$ 750,Cartão de Crédito,5,15/03/2018,Mariana Costa,marianacosta@gmail.com,93,967037798
Produto A,R$ 750,Boleto Bancário,5,01/07/2018,Lucas Costa,lucascosta@gmail.com,59,909546380
Produto C,R$ 750,Cartão de Crédito,8,18/12/2018,Rafael Martins,rafaelmartins@gmail.com,99,951601515
Produto C,R$ 750,Cartão de Crédito,4,25/03/2018,Presley Pereira,presleypereira@hotmail.com,48,996895160
Produto A,R$ 500,Pix,8,04/05/2018,Lucas Souza,lucassouza@yahoo.com,87,916114324
Produto B,R$ 500,Cartão de Crédito,7,18/10/2018,Tamires Martins,tamiresmartins@outlook.com,43,972671703
Produto C,R$ 750,Cartão de Crédito,8,18/11/2018,Jhonn Souza,jhonnsouza@outlook.com,20,925860190
Produto C,R$ 750,Boleto Bancário,2,12/12/2018,Danubia Costa,danubiacosta@yahoo.com,34,986914714
Produto A,R$ 750,Pix,10,30/07/2018,Rafael Souza,rafaelsouza@outlook.com,91,935698127
Produto B,R$ 750,Boleto Bancário,10,24/05/2018,Samuel Santos,samuelsantos@gmail.com,72,932789217
Produto B,R$ 500,Boleto Bancário,9,16/01/2018,Tércio Pereira,térciopereira@hotmail.com,57,919485226
Produto A,R$ 1000,Cartão de Crédito,3,21/10/2018,Tércio Pereira,térciopereira@gmail.com,15,939828998
Produto B,R$ 500,Cartão de Crédito,12,05/07/2018,Pedro Souza,pedrosouza@yahoo.com,38,978894619
Produto C,R$ 750,Cartão de Crédito,11,04/02/2018,Bianca Souza,biancasouza@yahoo.com,51,971999330
Produto C,R$ 1200,Cartão de Crédito,1,24/05/2018,Elaine Costa,elainecosta@yahoo.com,51,905158117
Produto A,R$ 500,Pix,5,16/04/2018,Alefy Souza,alefysouza@outlook.com,16,907143415
Produto A,R$ 500,Boleto Bancário,3,03/10/2018,Tonny Costa,tonnycosta@hotmail.com,36,956832771
Produto A,R$ 1200,Cartão de Crédito,11,26/08/2018,Bianca Costa,biancacosta@hotmail.com,33,946716557
Produto C,R$ 1200,Cartão de Crédito,9,16/08/2018,Danubia Martins,danubiamartins@outlook.com,35,995922918
Produto B,R$ 500,Pix,1,30/03/2018,Tamires Santos,tamiressantos@outlook.com,21,940977554
Produto A,R$ 750,Boleto Bancário,9,12/03/2018,Paula Oliveira,paulaoliveira@hotmail.com,40,956187997
Produto B,R$ 1200,Pix,7,08/01/2018,Rafael Almeida,rafaelalmeida@yahoo.com,29,927101181
Produto C,R$ 750,Boleto Bancário,11,02/02/2018,Presley Silva,presleysilva@hotmail.com,68,980468717
Produto A,R$ 1200,Boleto Bancário,11,25/12/2018,Presley Costa,presleycosta@yahoo.com,81,953469012
Produto A,R$ 1000,Cartão de Crédito,6,20/12/2018,Jhonn Pereira,jhonnpereira@gmail.com,68,996161575
Produto B,R$ 500,Boleto Bancário,6,18/04/2018,Tamires Martins,tamiresmartins@outlook.com,56,926153427
Produto C,R$ 500,Boleto Bancário,1,03/01/2018,Lucas Silva,lucassilva@yahoo.com,93,972961605
Produto B,R$ 1200,Cartão de Crédito,5,16/12/2018,Lucas Souza,lucassouza@hotmail.com,55,985287259
Produto A,R$ 1200,Boleto Bancário,9,12/05/2018,Paula Almeida,paulaalmeida@gmail.com,17,960578427
Produto A,R$ 750,Boleto Bancário,11,18/01/2018,Jonatas Costa,jonatascosta@outlook.com,76,949441707
Produto B,R$ 1200,Pix,7,21/07/2018,Tércio Oliveira,térciooliveira@yahoo.com,50,924353164
Produto A,R$ 500,Boleto Bancário,5,11/12/2018,Jonatas Silva,jonatassilva@outlook.com,47,971412646
Produto C,R$ 1200,Cartão de Crédito,7,27/02/2018,Jonatas Silva,jonatassilva@yahoo.com,98,969134646
Produto C,R$ 1200,Pix,10,13/03/2018,Elaine Silva,elainesilva@gmail.com,73,969063505
Produto B,R$ 500,Boleto Bancário,8,21/05/2018,Elaine Silva,elainesilva@gmail.com,22,909648634
Produto B,R$ 1000,Pix,10,28/06/2018,Tamires Santos,tamiressantos@yahoo.com,52,902350568
Produto C,R$ 750,Cartão de Crédito,10,01/12/2018,Tércio Pereira,térciopereira@yahoo.com,93,984168329
Produto C,R$ 1200,Boleto Bancário,3,27/02/2018,Paula Almeida,paulaalmeida@hotmail.com,92,930405617
Produto C,R$ 1000,Cartão de Crédito,6,19/08/2018,Tamires Silva,tamiressilva@hotmail.com,45,933590453
Produto C,R$ 1000,Cartão de Crédito,12,02/09/2018,Mariana Silva,marianasilva@yahoo.com,53,916011526
Produto B,R$ 1000,Pix,6,09/07/2018,Tércio Souza,térciosouza@outlook.com,52,922693064
Produto B,R$ 750,Boleto Bancário,2,12/05/2018,Tonny Pereira,tonnypereira@gmail.com,49,954724237
Produto C,R$ 500,Boleto Bancário,9,13/06/2018,Pedro Costa,pedrocosta@gmail.com,93,930063338
Produto B,R$ 1200,Boleto Bancário,12,25/11/2018,Mariana Souza,marianasouza@outlook.com,38,908052218
Produto B,R$ 500,Cartão de Crédito,4,21/12/2018,Tércio Almeida,tércioalmeida@yahoo.com,15,976619013
Produto C,R$ 1200,Boleto Bancário,7,06/04/2018,Bianca Almeida,biancaalmeida@hotmail.com,61,968417220
Produto B,R$ 1000,Boleto Bancário,2,15/06/2018,Tonny Pereira,tonnypereira@hotmail.com,32,946383983
Produto B,R$ 1000,Boleto Bancário,12,11/03/2018,Jonatas Santos,jonatassantos@outlook.com,32,910564635
Produto C,R$ 750,Cartão de Crédito,8,26/02/2018,Danubia Costa,danubiacosta@yahoo.com,81,954795089
Produto B,R$ 1200,Cartão de Crédito,2,04/01/2018,Samuel Costa,samuelcosta@gmail.com,15,954163986
Produto B,R$ 750,Pix,6,14/10/2018,Tonny Silva,tonnysilva@yahoo.com,88,951675504
Produto B,R$ 1200,Boleto Bancário,1,02/10/2018,Tamires Santos,tamiressantos@outlook.com,37,993700941
Produto A,R$ 1000,Boleto Bancário,5,07/05/2018,Samuel Almeida,samuelalmeida@yahoo.com,39,990811163
Produto C,R$ 750,Boleto Bancário,8,19/02/2018,Mariana Silva,marianasilva@hotmail.com,88,927841992
Produto A,R$ 750,Boleto Bancário,7,14/05/2018,Presley Oliveira,presleyoliveira@outlook.com,49,906291152
Produto A,R$ 1200,Cartão de Crédito,3,11/04/2018,Rafael Oliveira,rafaeloliveira@outlook.com,59,973296156
Produto A,R$ 1200,Boleto Bancário,10,14/12/2018,Pedro Silva,pedrosilva@outlook.com,63,924062582
Produto A,R$ 1200,Pix,9,28/08/2018,Danubia Oliveira,danubiaoliveira@hotmail.com,82,988265082
Produto B,R$ 1000,Cartão de Crédito,5,13/10/2018,Elaine Souza,elainesouza@yahoo.com,65,925282484
Produto A,R$ 500,Cartão de Crédito,11,18/11/2018,Elaine Souza,elainesouza@outlook.com,33,982286338
Produto C,R$ 750,Cartão de Crédito,5,27/02/2018,Lucas Pereira,lucaspereira@hotmail.com,47,959657362
Produto B,R$ 1200,Cartão de Crédito,7,30/03/2018,Jhonn Almeida,jhonnalmeida@gmail.com,33,960445932
Produto A,R$ 750,Cartão de Crédito,11,27/10/2018,Tamires Silva,tamiressilva@gmail.com,50,909694004
Produto B,R$ 1200,Pix,3,04/10/2018,Pedro Santos,pedrosantos@yahoo.com,82,956756554
Produto C,R$ 500,Cartão de Crédito,5,10/11/2018,Samuel Costa,samuelcosta@hotmail.com,32,911443496
Produto B,R$ 1200,Cartão de Crédito,3,13/07/2018,Samuel Santos,samuelsantos@hotmail.com,99,950460129
Produto C,R$ 500,Cartão de Crédito,1,25/06/2018,Alefy Silva,alefysilva@outlook.com,31,936452321
Produto C,R$ 750,Boleto Bancário,4,13/09/2018,Samuel Santos,samuelsantos@hotmail.com,64,925755750
Produto C,R$ 1200,Pix,11,20/06/2018,Tonny Souza,tonnysouza@outlook.com,62,941453598
Produto A,R$ 1200,Pix,12,03/06/2018,Jhonn Costa,jhonncosta@hotmail.com,95,928669352
Produto C,R$ 1200,Boleto Bancário,12,20/06/2018,Samuel Costa,samuelcosta@gmail.com,35,999744434
Produto B,R$ 500,Pix,10,29/06/2018,Tonny Pereira,tonnypereira@yahoo.com,30,906673184
Produto B,R$ 500,Boleto Bancário,10,01/05/2018,Samuel Almeida,samuelalmeida@yahoo.com,15,987540321
Produto C,R$ 500,Cartão de Crédito,4,30/07/2018,Danubia Silva,danubiasilva@gmail.com,39,940028053
Produto A,R$ 500,Boleto Bancário,10,29/06/2018,Elaine Souza,elainesouza@yahoo.com,65,975417729
Produto B,R$ 750,Pix,6,23/10/2018,Tamires Silva,tamiressilva@gmail.com,98,930355330
Produto A,R$ 1000,Boleto Bancário,9,04/06/2018,Pedro Martins,pedromartins@gmail.com,52,908061706
Produto C,R$ 1200,Boleto Bancário,4,22/03/2018,Jonatas Santos,jonatassantos@hotmail.com,19,987542454
Produto B,R$ 1000,Pix,10,11/03/2018,Mariana Santos,marianasantos@yahoo.com,26,959174601
Produto C,R$ 1000,Cartão de Crédito,10,24/04/2018,Mariana Oliveira,marianaoliveira@yahoo.com,59,918479513
Produto C,R$ 1000,Cartão de Crédito,2,23/04/2018,Samuel Martins,samuelmartins@hotmail.com,89,956226485
Produto A,R$ 750,Pix,6,23/12/2018,Tamires Santos,tamiressantos@hotmail.com,38,911055322
Produto A,R$ 1000,Boleto Bancário,9,04/05/2018,Alefy Santos,alefysantos@outlook.com,46,900038125
Produto B,R$ 750,Boleto Bancário,6,16/05/2018,Mariana Souza,marianasouza@hotmail.com,46,910284990
Produto C,R$ 1200,Pix,1,22/07/2018,Paula Santos,paulasantos@outlook.com,17,912236358
Produto C,R$ 1200,Boleto Bancário,2,23/05/2018,Pedro Martins,pedromartins@yahoo.com,48,987893195
Produto B,R$ 500,Pix,4,23/03/2018,Presley Martins,presleymartins@yahoo.com,96,991462742
Produto B,R$ 750,Boleto Bancário,5,18/07/2018,Rafael Pereira,rafaelpereira@outlook.com,21,930257593
Produto A,R$ 1200,Cartão de Crédito,3,14/09/2018,Paula Almeida,paulaalmeida@hotmail.com,97,937400237
Produto A,R$ 750,Pix,11,24/09/2018,Tércio Oliveira,térciooliveira@hotmail.com,35,946460852
Produto B,R$ 1000,Pix,2,12/05/2018,Paula Oliveira,paulaoliveira@hotmail.com,35,936175820
Produto B,R$ 1200,Pix,7,14/07/2018,Elaine Oliveira,elaineoliveira@yahoo.com,54,933267100
Produto B,R$ 500,Boleto Bancário,10,08/06/2018,Elaine Silva,elainesilva@yahoo.com,99,941706656
Produto B,R$ 750,Boleto Bancário,1,04/06/2018,Tamires Souza,tamiressouza@outlook.com,54,944643232
Produto C,R$ 1200,Boleto Bancário,2,05/10/2018,Tonny Pereira,tonnypereira@hotmail.com,11,911430760
Produto B,R$ 1200,Boleto Bancário,4,19/04/2018,Jonatas Oliveira,jonatasoliveira@hotmail.com,80,908288387
Produto B,R$ 1200,Pix,3,06/04/2018,Samuel Costa,samuelcosta@gmail.com,78,940411335
Produto A,R$ 750,Boleto Bancário,11,21/04/2018,Pedro Almeida,pedroalmeida@hotmail.com,81,931047130
Produto B,R$ 750,Boleto Bancário,10,28/10/2018,Pedro Almeida,pedroalmeida@hotmail.com,51,963543121
Produto C,R$ 500,Boleto Bancário,5,26/10/2018,Jhonn Oliveira,jhonnoliveira@yahoo.com,79,983018108
Produto B,R$ 1000,Pix,12,10/01/2018,Elaine Pereira,elainepereira@outlook.com,43,915856974
Produto A,R$ 500,Boleto Bancário,7,18/10/2018,Bianca Silva,biancasilva@gmail.com,93,906322712
Produto C,R$ 500,Cartão de Crédito,6,27/02/2018,Paula Almeida,paulaalmeida@gmail.com,97,948580557
Produto C,R$ 750,Boleto Bancário,6,16/03/2018,Jhonn Souza,jhonnsouza@outlook.com,69,987430182
Produto A,R$ 750,Boleto Bancário,4,18/04/2018,Tonny Silva,tonnysilva@gmail.com,48,913271179
Produto B,R$ 1000,Cartão de Crédito,12,09/10/2018,Samuel Silva,samuelsilva@gmail.com,60,974917905
Produto C,R$ 750,Boleto Bancário,7,08/11/2018,Elaine Pereira,elainepereira@yahoo.com,96,940975730
Produto B,R$ 750,Cartão de Crédito,10,17/08/2018,Pedro Martins,pedromartins@gmail.com,35,937017366
Produto A,R$ 1200,Boleto Bancário,8,22/11/2018,Presley Pereira,presleypereira@hotmail.com,39,984411741
Produto C,R$ 1200,Pix,3,01/03/2018,Mariana Oliveira,marianaoliveira@gmail.com,73,976804103
Produto C,R$ 500,Boleto Bancário,12,22/02/2018,Tércio Silva,térciosilva@yahoo.com,15,986957379
Produto B,R$ 1000,Pix,6,08/09/2018,Pedro Pereira,pedropereira@gmail.com,84,917950173
Produto B,R$ 1000,Cartão de Crédito,3,01/12/2018,Tamires Almeida,tamiresalmeida@hotmail.com,79,924133791
Produto B,R$ 750,Pix,1,11/01/2018,Elaine Almeida,elainealmeida@outlook.com,51,969710078
Produto A,R$ 750,Pix,2,16/12/2018,Bianca Pereira,biancapereira@hotmail.com,28,916957472
Produto C,R$ 500,Pix,3,16/10/2018,Samuel Santos,samuelsantos@gmail.com,86,998201162
Produto C,R$ 750,Cartão de Crédito,7,16/01/2018,Lucas Oliveira,lucasoliveira@hotmail.com,93,940412794
Produto A,R$ 750,Boleto Bancário,2,24/09/2018,Bianca Santos,biancasantos@outlook.com,97,920504612
Produto B,R$ 1200,Cartão de Crédito,5,20/03/2018,Elaine Oliveira,elaineoliveira@gmail.com,24,912082782
Produto A,R$ 1200,Cartão de Crédito,3,17/03/2018,Paula Pereira,paulapereira@hotmail.com,59,960285371
Produto C,R$ 1200,Cartão de Crédito,5,08/01/2018,Tamires Oliveira,tamiresoliveira@outlook.com,31,926978182
Produto B,R$ 500,Boleto Bancário,4,15/06/2018,Tonny Almeida,tonnyalmeida@outlook.com,73,936101018
Produto A,R$ 1000,Pix,10,04/11/2018,Jhonn Almeida,jhonnalmeida@outlook.com,66,956321376
Produto A,R$ 500,Cartão de Crédito,11,03/03/2018,Samuel Santos,samuelsantos@yahoo.com,75,985063662
Produto A,R$ 500,Cartão de Crédito,5,06/04/2018,Bianca Pereira,biancapereira@gmail.com,83,987469941
Produto A,R$ 750,Pix,6,27/02/2018,Jhonn Costa,jhonncosta@outlook.com,87,934565515
Produto C,R$ 750,Cartão de Crédito,1,12/10/2018,Paula Santos,paulasantos@outlook.com,98,988312493
Produto C,R$ 750,Pix,12,12/06/2018,Paula Martins,paulamartins@outlook.com,68,932124634
Produto B,R$ 1200,Pix,12,13/03/2018,Alefy Costa,alefycosta@outlook.com,96,957959242
Produto B,R$ 750,Pix,8,30/10/2018,Alefy Silva,alefysilva@yahoo.com,80,977586626
Produto A,R$ 500,Cartão de Crédito,5,17/07/2018,Jonatas Costa,jonatascosta@yahoo.com,12,998504285
Produto C,R$ 750,Pix,2,28/05/2018,Presley Martins,presleymartins@outlook.com,77,956181464
Produto A,R$ 1200,Pix,4,17/09/2018,Jhonn Pereira,jhonnpereira@hotmail.com,80,900791314
Produto A,R$ 750,Pix,1,21/11/2018,Rafael Martins,rafaelmartins@outlook.com,97,900030850
Produto A,R$ 1000,Cartão de Crédito,9,27/03/2018,Mariana Pereira,marianapereira@outlook.com,21,913505443
Produto B,R$ 1200,Cartão de Crédito,4,17/02/2018,Bianca Souza,biancasouza@outlook.com,68,920167495
Produto C,R$ 1000,Boleto Bancário,9,04/04/2018,Samuel Martins,samuelmartins@outlook.com,92,981446130
Produto B,R$ 1200,Boleto Bancário,2,22/07/2018,Danubia Oliveira,danubiaoliveira@hotmail.com,36,918976461
Produto C,R$ 1200,Boleto Bancário,2,18/03/2018,Jonatas Oliveira,jonatasoliveira@yahoo.com,55,958122553
Produto A,R$ 1000,Cartão de Crédito,6,20/03/2018,Lucas Costa,lucascosta@outlook.com,88,944467395
Produto C,R$ 750,Boleto Bancário,7,21/08/2018,Elaine Santos,elainesantos@yahoo.com,42,909594218
Produto A,R$ 1200,Cartão de Crédito,5,03/02/2018,Bianca Costa,biancacosta@gmail.com,26,993861835
Produto B,R$ 750,Cartão de Crédito,10,02/03/2018,Tércio Pereira,térciopereira@yahoo.com,81,968828786
Produto A,R$ 750,Boleto Bancário,11,19/08/2018,Pedro Almeida,pedroalmeida@gmail.com,78,993741510
Produto A,R$ 1200,Cartão de Crédito,5,05/08/2018,Tércio Silva,térciosilva@gmail.com,29,906049580
Produto A,R$ 1000,Cartão de Crédito,3,03/05/2018,Presley Pereira,presleypereira@hotmail.com,13,930550269
Produto C,R$ 1000,Boleto Bancário,10,14/08/2018,Danubia Almeida,danubiaalmeida@yahoo.com,23,926045495
Produto C,R$ 1200,Boleto Bancário,10,23/10/2018,Tonny Pereira,tonnypereira@hotmail.com,45,905116073
Produto A,R$ 750,Pix,5,04/02/2018,Jonatas Santos,jonatassantos@hotmail.com,36,981223760
Produto C,R$ 750,Pix,1,01/08/2018,Rafael Santos,rafaelsantos@yahoo.com,53,903543419
Produto B,R$ 500,Boleto Bancário,7,21/12/2018,Tamires Martins,tamiresmartins@yahoo.com,66,985364553
Produto B,R$ 1000,Boleto Bancário,3,27/08/2018,Elaine Santos,elainesantos@gmail.com,83,909717748
Produto C,R$ 750,Pix,5,20/02/2018,Elaine Pereira,elainepereira@gmail.com,28,905651436
Produto B,R$ 1000,Pix,1,05/10/2018,Mariana Martins,marianamartins@outlook.com,23,980387498
Produto C,R$ 500,Pix,10,20/02/2018,Presley Silva,presleysilva@gmail.com,84,965814190
Produto C,R$ 500,Boleto Bancário,3,30/09/2018,Tércio Martins,térciomartins@outlook.com,47,965240319
Produto A,R$ 500,Boleto Bancário,12,18/10/2018,Elaine Souza,elainesouza@yahoo.com,97,900870466
Produto C,R$ 750,Pix,10,01/04/2018,Samuel Silva,samuelsilva@gmail.com,51,910572141
Produto B,R$ 500,Cartão de Crédito,5,30/04/2018,Jonatas Martins,jonatasmartins@outlook.com,18,938367790
Produto A,R$ 1200,Cartão de Crédito,11,22/12/2018,Mariana Pereira,marianapereira@gmail.com,93,941860460
Produto A,R$ 500,Cartão de Crédito,8,08/05/2018,Alefy Oliveira,alefyoliveira@gmail.com,62,931792916
Produto B,R$ 500,Cartão de Crédito,3,04/11/2018,Rafael Martins,rafaelmartins@yahoo.com,90,925902126
Produto A,R$ 1000,Boleto Bancário,3,16/01/2018,Bianca Silva,biancasilva@gmail.com,71,906054326
Produto B,R$ 1000,Pix,11,23/05/2018,Mariana Martins,marianamartins@gmail.com,40,955035902
Produto B,R$ 750,Pix,11,17/01/2018,Rafael Souza,rafaelsouza@yahoo.com,33,982070036
Produto C,R$ 1000,Cartão de Crédito,6,03/05/2018,Pedro Costa,pedrocosta@gmail.com,48,901436052
Produto A,R$ 500,Cartão de Crédito,8,19/12/2018,Mariana Almeida,marianaalmeida@yahoo.com,55,907724531
Produto C,R$ 500,Pix,9,16/11/2018,Presley Souza,presleysouza@hotmail.com,62,962435831
Produto C,R$ 750,Boleto Bancário,6,27/08/2018,Bianca Oliveira,biancaoliveira@gmail.com,29,947977696
Produto A,R$ 1200,Pix,4,27/06/2018,Samuel Costa,samuelcosta@outlook.com,74,906678045
Produto C,R$ 1200,Pix,5,03/10/2018,Lucas Oliveira,lucasoliveira@hotmail.com,81,904067658
Produto C,R$ 1200,Pix,1,23/01/2018,Rafael Martins,rafaelmartins@yahoo.com,32,947139343
Produto B,R$ 750,Cartão de Crédito,3,02/07/2018,Lucas Pereira,lucaspereira@gmail.com,92,904108719
Produto A,R$ 500,Cartão de Crédito,10,13/05/2018,Mariana Pereira,marianapereira@yahoo.com,73,938736330
Produto B,R$ 500,Cartão de Crédito,7,25/03/2018,Tércio Almeida,tércioalmeida@hotmail.com,90,977634850
Produto A,R$ 500,Cartão de Crédito,9,24/11/2018,Tércio Silva,térciosilva@outlook.com,91,999524225
Produto C,R$ 1000,Boleto Bancário,2,20/11/2018,Samuel Souza,samuelsouza@yahoo.com,18,922273731
Produto A,R$ 1200,Pix,1,27/06/2018,Jonatas Souza,jonatassouza@yahoo.com,54,904406390
Produto A,R$ 1000,Pix,12,01/03/2018,Samuel Costa,samuelcosta@hotmail.com,39,982733470
Produto B,R$ 500,Boleto Bancário,4,21/06/2018,Rafael Silva,rafaelsilva@hotmail.com,70,935046007
Produto B,R$ 750,Cartão de Crédito,5,02/06/2018,Samuel Souza,samuelsouza@hotmail.com,99,923732973
Produto B,R$ 500,Cartão de Crédito,7,14/02/2018,Tamires Pereira,tamirespereira@gmail.com,47,920130554
Produto B,R$ 1200,Cartão de Crédito,3,14/10/2018,Tércio Oliveira,térciooliveira@hotmail.com,59,953645945
Produto C,R$ 1000,Cartão de Crédito,5,09/06/2018,Danubia Martins,danubiamartins@hotmail.com,67,960069138
Produto C,R$ 1000,Cartão de Crédito,7,01/04/2018,Alefy Pereira,alefypereira@yahoo.com,54,980253695
Produto B,R$ 750,Cartão de Crédito,11,28/12/2018,Jhonn Almeida,jhonnalmeida@gmail.com,69,982333126
Produto A,R$ 500,Pix,6,23/03/2018,Tonny Almeida,tonnyalmeida@gmail.com,58,958744858
Produto C,R$ 1000,Pix,3,07/04/2018,Jonatas Almeida,jonatasalmeida@hotmail.com,39,990766574
Produto A,R$ 500,Pix,6,27/05/2018,Tércio Silva,térciosilva@yahoo.com,76,987392542
Produto A,R$ 1000,Boleto Bancário,9,21/03/2018,Presley Silva,presleysilva@outlook.com,89,982611233
Produto B,R$ 1200,Pix,1,07/08/2018,Tamires Santos,tamiressantos@gmail.com,56,996740569
Produto A,R$ 1000,Cartão de Crédito,8,26/12/2018,Bianca Martins,biancamartins@outlook.com,20,938161563
Produto C,R$ 1200,Boleto Bancário,12,27/04/2018,Jhonn Martins,jhonnmartins@yahoo.com,32,912818941
Produto A,R$ 1200,Boleto Bancário,9,18/01/2018,Mariana Almeida,marianaalmeida@outlook.com,72,926485453
Produto C,R$ 750,Pix,10,14/09/2018,Presley Oliveira,presleyoliveira@gmail.com,69,931455482
Produto B,R$ 1200,Cartão de Crédito,5,12/04/2018,Jhonn Silva,jhonnsilva@gmail.com,11,951904759
Produto A,R$ 1200,Pix,2,10/11/2018,Alefy Silva,alefysilva@hotmail.com,64,954909199
Produto C,R$ 1200,Cartão de Crédito,6,09/07/2018,Lucas Costa,lucascosta@gmail.com,54,905894795
Produto B,R$ 750,Boleto Bancário,1,12/12/2018,Alefy Santos,alefysantos@yahoo.com,28,957611413
Produto B,R$ 1000,Cartão de Crédito,10,09/03/2018,Paula Oliveira,paulaoliveira@yahoo.com,37,939689279
Produto C,R$ 750,Pix,5,03/08/2018,Bianca Souza,biancasouza@outlook.com,85,933682709
Produto C,R$ 1000,Cartão de Crédito,3,24/02/2018,Jhonn Santos,jhonnsantos@gmail.com,73,994037250
Produto A,R$ 1000,Boleto Bancário,11,28/09/2018,Paula Martins,paulamartins@hotmail.com,95,991345522
Produto A,R$ 750,Pix,4,27/11/2018,Tamires Almeida,tamiresalmeida@gmail.com,47,969850447
